S0,age_group,A0,c,s,f,S0_c,S0_s,A0_s,S6
59,3,65,3,2,5,177,118,130,40.7047262443073
64,2,63,1,3,8,64,192,189,28.657180419686565
61,2,49,2,2,9,122,122,98,31.840807074097167
57,4,62,1,2,6,57,114,124,37.30905780031038
62,4,40,1,1,2,62,62,40,57.28163410224953
61,2,49,2,1,3,122,61,49,51.892908973287746
61,4,54,2,1,8,122,61,54,43.33396878401737
64,2,48,2,1,4,128,64,48,50.74392035534858
62,2,55,1,2,1,62,124,110,42.99095574247704
62,4,50,1,2,6,62,124,100,40.75115324147927
60,5,52,2,1,7,120,60,52,42.43800973549545
64,2,63,2,1,4,128,64,63,57.87549533003261
59,4,27,1,1,7,59,59,27,45.26952064800715
58,3,31,1,1,4,58,58,31,55.91323038924032
55,2,39,2,1,8,110,55,39,39.1314139943611
62,3,57,1,2,10,62,124,114,34.55788202141632
61,1,62,2,1,7,122,61,62,49.85343985320797
60,2,58,1,1,4,60,60,58,56.26687907623128
61,2,45,3,2,5,183,122,90,47.34291150153005
62,2,45,2,1,1,124,62,45,56.29027778568098
56,5,55,2,1,8,112,56,55,39.60399089964706
58,5,40,2,1,2,116,58,40,50.5180198167236
62,5,46,2,1,10,124,62,46,39.51079742813601
61,3,43,3,1,5,183,61,43,47.90246670452693
62,2,55,2,2,7,124,124,110,44.83620321903567
59,4,54,3,1,9,177,59,54,31.228293482279806
61,5,26,2,1,8,122,61,26,41.13029171215741
60,1,63,3,1,7,180,60,63,44.01820574769639
63,1,49,2,2,4,126,126,98,58.67345397441849
61,5,54,2,1,10,122,61,54,36.638522319832624
64,1,59,1,2,7,64,128,118,44.49592593976797
60,4,57,1,1,6,60,60,57,55.161394725897466
58,2,63,1,2,1,58,116,126,47.64770210433664
61,4,54,2,2,7,122,122,108,37.449336724591554
64,3,57,3,1,2,192,64,57,49.7928317015214
58,1,40,2,2,5,116,116,80,41.900653288254375
62,4,42,3,1,2,186,62,42,54.98229878455161
62,4,52,1,2,4,62,124,104,41.51110201469695
62,3,44,2,2,6,124,124,88,38.276319959681196
63,1,59,1,2,4,63,126,118,48.736119307255336
58,2,49,1,2,10,58,116,98,28.55583976988264
60,2,41,2,2,10,120,120,82,26.634750793775975
59,4,27,2,1,5,118,59,27,59.0
60,4,43,1,2,7,60,120,86,40.60869918597705
61,3,43,1,1,2,61,61,43,60.67044197944419
56,1,63,3,2,6,168,112,126,36.619329985022695
64,2,63,1,3,2,64,192,189,44.12929115260565
59,2,58,3,2,4,177,118,116,40.65288780982528
62,3,51,2,2,7,124,124,102,39.38433889301572
56,1,64,1,3,6,56,168,192,30.458611009639633
61,4,59,1,2,7,61,122,118,38.72233357558114
59,3,53,3,1,9,177,59,53,36.877153482804566
55,3,51,1,1,4,55,55,51,50.938314476842145
64,5,49,1,1,6,64,64,49,63.960453503354984
59,4,54,1,1,4,59,59,54,50.47673421309165
59,4,48,3,1,6,177,59,48,44.233660480814336
57,1,50,1,1,6,57,57,50,45.30038249560223
63,1,65,2,2,5,126,126,130,46.34541656481705
65,3,65,2,1,7,130,65,65,54.00291620882231
64,3,64,2,2,1,128,128,128,37.6638411950908
64,2,49,2,1,8,128,64,49,51.562657779203995
56,3,55,2,1,7,112,56,55,44.76432441436815
63,3,44,3,2,5,189,126,88,47.140004102085115
64,2,63,3,1,1,192,64,63,51.34523035762958
62,3,54,1,1,4,62,62,54,60.41806884178408
56,4,55,3,2,7,168,112,110,32.17887975606054
58,1,59,2,1,2,116,58,59,46.82723014652682
63,3,44,3,1,6,189,63,44,43.848833246293054
57,4,60,3,2,10,171,114,120,28.45530053240917
57,1,50,2,2,8,114,114,100,30.272470063296236
58,1,54,1,1,9,58,58,54,47.82174924666252
64,2,63,1,2,5,64,128,126,56.44244442214479
59,4,61,3,1,8,177,59,61,44.5722303291325
65,2,58,3,2,9,195,130,116,33.58736580057767
58,1,47,1,2,10,58,116,94,33.407499299421495
60,2,46,2,1,6,120,60,46,53.71207804672411
55,2,53,2,2,4,110,110,106,38.10438904355699
62,4,51,1,1,3,62,62,51,61.327687892996835
58,2,45,1,1,5,58,58,45,58.0
57,3,37,3,1,6,171,57,37,44.17133625311947
62,2,55,1,1,9,62,62,55,39.46801315648993
56,2,51,3,2,2,168,112,102,36.00431392086333
60,5,48,2,1,8,120,60,48,53.30609007799435
57,4,60,3,1,1,171,57,60,49.90738435906016
62,3,51,2,1,10,124,62,51,40.19046007827399
60,1,43,3,2,4,180,120,86,38.55230334109698
59,5,51,1,1,1,59,59,51,57.48391227334997
60,5,52,3,1,3,180,60,52,40.84571702913651
59,5,51,2,1,7,118,59,51,45.964810557407134
59,4,48,3,1,6,177,59,48,43.90128052606253
55,5,26,1,1,10,55,55,26,43.370684168603084
58,2,63,1,3,7,58,174,189,29.535996383811682
61,1,62,1,3,1,61,183,186,41.039260750559365
62,2,52,1,1,10,62,62,52,39.12964823981284
62,4,50,2,1,3,124,62,50,56.0251633476229
55,2,53,3,2,2,165,110,106,36.146176669553626
61,4,43,1,1,4,61,61,43,59.119211673584104
57,1,50,1,1,10,57,57,50,41.75577665451292
55,1,31,3,1,8,165,55,31,38.578283005599
55,3,59,1,1,9,55,55,59,37.57727867088398
63,3,60,1,2,9,63,126,120,34.87589082328515
58,1,54,2,2,3,116,116,108,38.4086834851626
60,4,37,3,1,10,180,60,37,38.52788018320663
59,4,47,1,1,8,59,59,47,46.732478419215646
56,4,55,1,2,1,56,112,110,44.77641576399901
60,1,63,3,1,6,180,60,63,46.02891531079144
57,2,50,2,1,1,114,57,50,48.40332502348078
55,5,69,2,1,2,110,55,69,42.248907918954245
59,2,58,1,2,9,59,118,116,33.97040342641951
59,4,44,2,1,10,118,59,44,45.07941968315377
61,2,48,2,1,4,122,61,48,55.07202867087861
63,5,70,3,1,2,189,63,70,57.376927089443306
64,3,38,2,1,3,128,64,38,56.40273981857144
60,4,43,3,2,8,180,120,86,32.702926508785374
61,1,57,3,1,7,183,61,57,49.45706150718038
58,3,51,2,2,7,116,116,102,38.3272277795539
61,3,45,2,1,5,122,61,45,54.0505102264732
59,3,61,2,2,5,118,118,122,44.30411586547426
62,4,52,1,2,10,62,124,104,29.873280672942954
63,1,59,3,1,7,189,63,59,46.807346827586635
57,3,59,3,1,7,171,57,59,42.19640418516129
59,5,65,1,1,8,59,59,65,43.15952321324253
61,4,74,3,2,10,183,122,148,29.61974701549956
55,1,42,2,2,3,110,110,84,39.64578046069011
57,3,46,3,1,1,171,57,46,43.51184423218066
64,2,49,2,2,4,128,128,98,41.98283210292426
64,1,53,1,2,7,64,128,106,46.51131130079671
58,1,40,1,2,8,58,116,80,37.9471390912953
62,1,57,3,2,6,186,124,114,41.10536349461188
59,4,54,3,1,4,177,59,54,50.62304564419002
65,1,47,1,1,5,65,65,47,65.0
64,2,48,3,1,1,192,64,48,52.765126982607825
62,1,57,1,1,9,62,62,57,45.33050671661181
59,4,42,3,2,3,177,118,84,37.56100768319212
64,5,39,2,1,3,128,64,39,58.025097454010115
64,5,62,3,1,2,192,64,62,62.01054943166765
57,2,50,2,2,4,114,114,100,37.16487702371168
61,1,62,1,3,9,61,183,186,29.247168805994757
62,5,61,3,1,5,186,62,61,48.987260344870485
62,2,45,1,1,5,62,62,45,54.094763602428934
61,4,59,2,2,5,122,122,118,50.41422952219987
60,1,43,2,1,7,120,60,43,49.05251775635659
60,1,63,2,1,6,120,60,63,53.764530605712814
64,3,56,2,1,7,128,64,56,50.48881557639134
64,5,49,3,1,4,192,64,49,51.79761606427967
61,2,49,1,2,6,61,122,98,41.502417439356016
64,4,48,1,1,5,64,64,48,59.89072516628977
65,3,65,3,2,10,195,130,130,32.60704638999211
58,1,42,3,2,5,174,116,84,31.786675453526435
61,4,34,1,1,6,61,61,34,55.877482901327426
57,1,44,3,1,10,171,57,44,34.88560686932328
65,2,48,3,2,6,195,130,96,45.45610255016159
65,4,48,3,2,9,195,130,96,33.2556286754135
64,5,51,1,1,10,64,64,51,35.718369498411086
61,3,54,3,1,8,183,61,54,46.142527725461356
57,2,41,3,2,5,171,114,82,34.900858920661975
56,4,57,3,2,3,168,112,114,35.21559148513817
58,1,40,2,1,2,116,58,40,50.835364922252495
57,2,50,3,1,6,171,57,50,42.22789823205995
60,5,56,2,1,10,120,60,56,35.94615376869715
62,2,68,3,3,9,186,186,204,30.598122102896337
61,3,66,2,2,4,122,122,132,41.90521726891092
64,4,48,1,1,8,64,64,48,54.66415194413817
57,4,42,3,2,3,171,114,84,35.94968150459444
59,4,44,2,1,3,118,59,44,53.1768085011417
56,3,55,1,2,1,56,112,110,50.47046078355127
63,4,56,2,2,8,126,126,112,41.80094947674471
59,4,47,3,1,1,177,59,47,46.32453397974506
59,1,51,1,2,10,59,118,102,37.26945982661306
58,5,57,2,1,7,116,58,57,42.705488006888224
63,3,57,1,1,9,63,63,57,43.10427831551516
55,3,51,2,2,1,110,110,102,39.76684221998298
60,4,46,1,1,4,60,60,46,53.62357417507877
62,5,54,3,1,7,186,62,54,40.29936432000242
58,1,60,3,3,9,174,174,180,22.22782902007245
64,5,35,1,1,9,64,64,35,47.22765667508718
58,3,31,2,1,2,116,58,31,48.36777326323089
60,5,56,3,1,6,180,60,56,47.86332379938469
55,4,35,1,1,1,55,55,35,47.98481206219507
63,3,57,2,1,1,126,63,57,56.856721186870985
59,1,51,2,2,4,118,118,102,40.44144291339534
63,3,44,2,1,9,126,63,44,48.9054174859401
62,3,57,1,2,8,62,124,114,34.44085844898865
64,3,42,1,1,6,64,64,42,54.7397980974639
60,4,42,2,1,6,120,60,42,47.16510019728513
59,3,52,1,2,9,59,118,104,30.783426192354895
56,3,54,1,1,9,56,56,54,39.2149640907975
64,3,38,1,1,10,64,64,38,39.03567671542494
65,2,48,2,2,9,130,130,96,37.092374542034925
56,4,44,1,2,6,56,112,88,42.47514189114309
62,4,51,2,1,6,124,62,51,50.524517084443545
59,4,46,2,1,3,118,59,46,48.610116330759894
59,3,53,3,1,2,177,59,53,56.28153442710422
61,5,26,1,1,6,61,61,26,58.93921555071182
63,1,59,2,1,8,126,63,59,43.87629953388182
62,3,57,1,2,1,62,124,114,52.245327987229935
64,5,51,1,1,4,64,64,51,59.45061655545633
59,5,39,3,1,1,177,59,39,48.124862475188095
56,4,44,2,2,6,112,112,88,35.98239500980325
62,3,57,2,1,4,124,62,57,52.33564831078189
64,3,56,3,1,6,192,64,56,54.92411209035735
63,1,65,3,1,1,189,63,65,46.24268776874873
62,2,52,3,1,4,186,62,52,50.20446728911739
55,1,42,2,2,3,110,110,84,42.857795181067445
60,3,52,3,1,9,180,60,52,48.602030190413984
56,4,44,1,2,5,56,112,88,40.018905093727426
59,2,58,1,1,3,59,59,58,59.0
61,5,26,2,1,9,122,61,26,39.7898806551196
61,1,57,1,1,1,61,61,57,56.29725406431057
55,3,51,3,2,10,165,110,102,27.7047244080246
58,1,42,3,1,1,174,58,42,51.44793411281825
61,4,55,2,1,9,122,61,55,41.52496006251788
57,4,60,1,2,5,57,114,120,43.38264718317269
64,3,32,1,1,9,64,64,32,54.732868118712496
59,3,61,2,1,3,118,59,61,49.05824532269936
61,4,73,3,2,4,183,122,146,36.84532313689457
59,4,61,3,2,10,177,118,122,26.27760182972332
61,3,66,3,1,6,183,61,66,45.89485493403181
64,2,42,1,2,1,64,128,84,45.011624027836255
63,1,51,2,2,8,126,126,102,36.399617523168075
64,4,63,3,2,8,192,128,126,29.860647695984195
63,1,30,1,1,2,63,63,30,58.494392847521944
59,5,41,3,1,8,177,59,41,30.657628207994357
60,5,55,1,1,10,60,60,55,43.261303048919494
62,1,57,3,2,4,186,124,114,41.29965426251835
63,3,47,1,2,9,63,126,94,33.820153135344654
58,2,63,1,2,6,58,116,126,35.66281457400719
59,5,41,2,1,1,118,59,41,48.353345125512625
63,1,49,3,1,10,189,63,49,35.434790255487506
56,5,52,3,1,7,168,56,52,38.02204221652535
64,3,32,1,1,2,64,64,32,57.922603212467806
59,4,54,2,1,1,118,59,54,52.35412390205281
59,1,59,3,2,7,177,118,118,32.73915141884294
57,3,37,3,1,1,171,57,37,49.83909538857055
57,1,58,3,1,9,171,57,58,38.632831390221895
59,4,54,1,2,10,59,118,108,36.17456110996533
64,3,38,3,1,9,192,64,38,39.660307885349894
56,4,57,2,2,3,112,112,114,37.04059152908907
60,4,37,3,1,6,180,60,37,54.26572478314593
59,1,63,1,1,5,59,59,63,59.0
58,1,40,3,2,7,174,116,80,33.86761848193503
59,4,47,3,1,6,177,59,47,40.383106804175846
63,3,57,3,1,7,189,63,57,48.68185997281661
57,4,62,1,1,1,57,57,62,54.83726925632705
59,1,37,2,1,3,118,59,37,53.31857333025996
56,1,64,3,2,8,168,112,128,30.346289804023986
60,4,46,2,2,4,120,120,92,48.25526177543365
62,3,54,1,1,7,62,62,54,58.02448580707858
62,4,40,2,1,4,124,62,40,52.65931361133923
58,5,57,2,1,4,116,58,57,51.90496724367542
63,5,54,1,1,8,63,63,54,46.40130297209252
59,1,42,2,2,4,118,118,84,44.47448489851974
63,1,49,3,1,2,189,63,49,51.41296102866657
64,4,48,1,2,3,64,128,96,54.3014364580862
64,2,49,3,2,3,192,128,98,49.76606747382489
62,4,44,1,2,9,62,124,88,35.731060997436664
59,4,54,3,1,7,177,59,54,45.044472641418025
65,2,48,2,2,2,130,130,96,43.85353980348981
57,2,50,1,2,8,57,114,100,34.46082912959126
59,4,44,2,2,7,118,118,88,36.21578357744352
59,1,59,1,2,2,59,118,118,48.196370696588886
63,3,57,1,1,8,63,63,57,36.438991863253825
62,1,57,3,1,1,186,62,57,48.56629570052599
61,1,62,1,1,7,61,61,62,48.23429718263571
62,4,50,2,2,5,124,124,100,44.245528231192765
63,4,56,3,2,7,189,126,112,35.690385575249714
61,4,74,2,1,2,122,61,74,56.5170300770685
59,2,50,3,2,7,177,118,100,33.88077509407222
58,5,54,3,1,10,174,58,54,35.835425797950144
62,2,64,3,1,7,186,62,64,46.37804290461778
62,2,55,2,2,5,124,124,110,40.69708583365485
62,5,54,1,1,10,62,62,54,38.80614315410455
55,2,54,2,1,3,110,55,54,49.09242235316633
63,3,44,3,2,8,189,126,88,29.59692626127166
64,1,59,1,1,5,64,64,59,57.66091661473816
63,5,54,3,1,2,189,63,54,53.528896381686415
55,2,56,1,2,2,55,110,112,31.720068576653333
57,4,60,3,2,7,171,114,120,35.84776842560546
55,1,54,1,2,8,55,110,108,32.605442915263005
62,4,40,1,2,7,62,124,80,45.37698888076356
61,4,45,1,1,1,61,61,45,55.65562242734509
56,1,68,2,2,4,112,112,136,39.34218741645961
62,4,50,2,1,5,124,62,50,56.71525641156829
56,1,50,2,1,9,112,56,50,33.966905187990655
58,1,47,2,1,1,116,58,47,49.18604825793803
62,3,51,3,2,10,186,124,102,28.941475495591824
59,1,51,3,1,5,177,59,51,47.58731064709668
62,3,44,2,2,7,124,124,88,38.4971134239626
59,5,39,3,1,1,177,59,39,46.82875446831309
59,4,47,1,1,2,59,59,47,48.14319198215304
63,3,57,3,1,4,189,63,57,55.61800565326291
60,5,52,1,1,5,60,60,52,53.35783008857603
59,5,39,3,1,2,177,59,39,51.726429620567934
55,3,59,3,1,1,165,55,59,44.53882660109564
64,2,63,2,3,2,128,192,189,34.16933984939299
62,4,51,1,1,5,62,62,51,57.39308451951425
62,4,51,2,2,4,124,124,102,43.47600937432011
58,2,64,1,2,4,58,116,128,42.89007943612588
62,5,54,3,1,7,186,62,54,47.18119329692478
57,4,62,2,2,8,114,114,124,29.570730119601002
61,4,49,2,2,1,122,122,98,47.28981892908064
63,1,30,1,1,6,63,63,30,52.8742109099232
59,1,42,2,2,6,118,118,84,33.87307435889866
57,5,64,3,1,5,171,57,64,45.451364189515665
56,2,54,3,2,6,168,112,108,37.27673756306475
64,2,63,3,2,8,192,128,126,44.025962094645664
63,1,49,2,2,3,126,126,98,43.35022705136632
59,3,61,3,2,6,177,118,122,39.09641446562211
63,5,44,1,1,5,63,63,44,53.081279594736216
56,1,51,2,1,1,112,56,51,50.78560439120316
58,2,64,2,2,9,116,116,128,32.056658868480106
62,2,36,2,1,1,124,62,36,60.150684776293424
64,2,63,2,3,2,128,192,189,33.32440944307347
58,2,63,3,3,3,174,174,189,32.10487884387278
58,1,40,1,1,3,58,58,40,53.32900531567656
61,3,61,3,2,6,183,122,122,37.09360295054466
64,3,37,2,1,6,128,64,37,51.659312459084155
59,2,33,1,1,4,59,59,33,51.64756546113856
55,3,59,2,2,1,110,110,118,42.26148343215221
63,2,56,3,1,7,189,63,56,41.02003567994921
56,1,63,3,3,2,168,168,189,29.908633227320582
59,1,42,1,1,5,59,59,42,55.714100650485584
64,2,49,3,1,3,192,64,49,56.514408476851514
56,1,68,2,1,9,112,56,68,38.50648676777569
61,3,45,3,2,8,183,122,90,32.21684722390922
59,5,65,2,1,8,118,59,65,42.80567821192871
64,1,37,2,1,8,128,64,37,37.79785015685356
59,1,59,3,1,4,177,59,59,47.17611584883892
60,4,57,1,1,3,60,60,57,52.39729937408633
60,2,46,2,1,4,120,60,46,60.0
65,4,57,2,1,2,130,65,57,50.363430661923964
57,1,58,1,1,3,57,57,58,51.48853190677564
59,1,59,3,2,2,177,118,118,39.95725038530523
65,1,47,3,1,8,195,65,47,43.401672836970796
61,2,37,3,1,3,183,61,37,55.145838982921674
59,3,53,1,1,9,59,59,53,37.99288502976188
59,2,58,1,2,7,59,118,116,38.59294026554516
61,2,55,1,1,1,61,61,55,57.77390534481693
56,4,55,3,1,9,168,56,55,35.39528144313828
64,5,49,1,1,2,64,64,49,58.0190365299522
62,5,61,3,1,4,186,62,61,49.04186361080449
59,3,53,1,2,3,59,118,106,45.872295712572466
64,5,51,3,1,9,192,64,51,41.21169914328676
56,5,55,3,1,6,168,56,55,40.13459463543883
55,2,56,3,1,4,165,55,56,43.17324234242131
60,4,43,3,1,8,180,60,43,35.14939857325879
63,1,34,3,1,10,189,63,34,40.126367963171425
65,2,48,2,1,2,130,65,48,54.34126673079942
61,1,57,3,1,8,183,61,57,48.39294567381533
60,1,63,1,2,10,60,120,126,31.336157116075682
65,4,40,1,1,9,65,65,40,48.83802021507563
58,3,57,3,1,2,174,58,57,52.209912492957486
58,3,31,2,1,1,116,58,31,45.976547187382224
59,4,42,2,1,7,118,59,42,50.09014199385474
59,4,46,2,1,1,118,59,46,59.0
62,1,57,2,2,7,124,124,114,37.68933436259904
57,1,50,3,1,7,171,57,50,44.755425081936195
62,5,42,1,1,3,62,62,42,55.74715342792555
58,2,48,1,2,3,58,116,96,50.157521592273554
63,1,51,1,1,1,63,63,51,54.49996384875318
61,4,55,1,1,3,61,61,55,56.93834130007032
61,4,43,3,2,4,183,122,86,40.50960871816818
62,2,44,1,2,3,62,124,88,51.94750378220296
63,1,65,3,2,5,189,126,130,45.87190735690092
61,2,55,3,1,6,183,61,55,46.48931140814309
61,1,57,3,1,7,183,61,57,44.0332843890232
59,4,54,2,1,2,118,59,54,49.95584121286563
56,4,42,3,1,8,168,56,42,36.26197503864495
64,1,38,1,1,3,64,64,38,57.73389770011194
62,5,54,2,1,8,124,62,54,41.52562428837247
64,1,53,1,2,2,64,128,106,49.90217001827113
58,3,57,2,1,5,116,58,57,54.57115666172315
56,2,51,3,1,3,168,56,51,45.6724351599065
64,2,63,1,3,10,64,192,189,27.675071252483427
60,3,52,3,1,1,180,60,52,48.9215421360498
57,1,50,3,2,3,171,114,100,35.76086313975707
60,2,46,1,1,8,60,60,46,48.462380525405266
64,3,57,3,1,5,192,64,57,58.48119253818247
63,1,56,1,2,10,63,126,112,28.59643159657938
63,4,56,2,2,4,126,126,112,43.89791044835023
59,4,54,1,1,2,59,59,54,56.65376118528387
59,3,61,2,2,1,118,118,122,37.58682758741893
63,1,56,1,2,9,63,126,112,38.89460248164742
64,3,57,2,2,1,128,128,114,39.986764516130336
58,1,40,2,1,5,116,58,40,49.57841460432485
57,4,62,1,2,9,57,114,124,32.86692529287335
65,2,58,2,1,6,130,65,58,52.0002529817342
64,3,56,2,2,6,128,128,112,42.43739087668989
56,2,51,1,2,3,56,112,102,44.96226074317486
61,2,49,3,1,4,183,61,49,43.403150323124486
57,3,46,3,2,3,171,114,92,43.06632450982867
59,4,61,2,1,8,118,59,61,45.26262650649381
65,1,47,1,2,8,65,130,94,38.930337018372946
56,4,44,3,1,1,168,56,44,48.70805706803376
55,5,39,1,1,9,55,55,39,41.15779129102527
62,2,37,3,1,10,186,62,37,30.16250165751806
60,5,51,3,1,1,180,60,51,44.59968076198944
60,5,51,3,1,9,180,60,51,39.45867440304757
60,5,45,3,1,1,180,60,45,47.59913744264146
64,1,37,3,1,1,192,64,37,53.112204399802465
59,4,54,1,2,10,59,118,108,38.54902687221824
59,2,50,3,2,8,177,118,100,30.977912840450845
60,2,47,3,1,9,180,60,47,39.837969568967075
60,2,58,1,2,7,60,120,116,39.59117811754814
63,3,60,2,1,1,126,63,60,55.0744737942462
55,5,69,3,1,2,165,55,69,39.70040455168039
55,1,42,3,1,7,165,55,42,39.98524109721335
63,3,60,1,2,10,63,126,120,31.886224228810892
63,1,56,2,2,2,126,126,112,48.66443272895772
62,2,64,1,1,4,62,62,64,57.87525771664491
61,4,34,3,1,7,183,61,34,45.38645752781408
58,1,59,2,2,9,116,116,118,33.439598604251856
64,4,48,1,1,9,64,64,48,52.660198174539545
61,4,55,2,1,7,122,61,55,45.54804136844437
63,3,60,1,1,1,63,63,60,53.02784052823198
64,5,51,3,1,7,192,64,51,48.822467914267804
57,4,56,3,2,3,171,114,112,42.57581492962967
56,5,52,1,1,5,56,56,52,52.496897441309
59,4,27,1,1,5,59,59,27,41.24382421587214
56,4,44,3,2,2,168,112,88,37.167112387627235
60,4,60,2,2,2,120,120,120,42.71299954929129
60,4,43,2,2,5,120,120,86,43.41665717390634
58,3,50,1,1,1,58,58,50,56.00781961627344
58,4,38,3,1,2,174,58,38,49.2540198737567
60,4,57,2,1,2,120,60,57,48.87021313327723
63,3,57,1,1,3,63,63,57,48.53681370635652
60,1,63,2,1,5,120,60,63,47.488909021094635
55,1,54,1,2,2,55,110,108,38.86197056681818
55,2,39,2,1,7,110,55,39,40.65760934439348
58,3,57,1,1,10,58,58,57,40.86081208069277
58,4,39,2,1,8,116,58,39,43.81617600841352
61,2,29,3,1,5,183,61,29,49.7857221120274
56,1,68,2,2,10,112,112,136,26.90267380566023
58,3,57,1,1,5,58,58,57,52.32814636804324
61,1,57,3,1,1,183,61,57,49.30874280466774
56,1,68,1,2,2,56,112,136,52.860320643652656
64,2,63,1,1,10,64,64,63,36.2765386927754
64,4,30,2,1,1,128,64,30,58.97880345206126
56,1,63,3,1,10,168,56,63,36.699592419917586
55,1,52,1,2,3,55,110,104,46.8453788887288
61,5,54,1,1,8,61,61,54,49.558874760667955
64,2,42,3,1,3,192,64,42,51.01718339070121
57,4,60,2,1,5,114,57,60,48.078796033159534
64,3,56,2,1,3,128,64,56,53.07317779455102
57,4,42,1,1,9,57,57,42,39.38057711022667
62,4,50,3,1,1,186,62,50,51.16615114750357
59,1,37,1,1,9,59,59,37,41.60951404607681
59,1,42,1,2,1,59,118,84,44.624689139471485
58,2,49,2,2,10,116,116,98,29.049018132930275
57,3,35,1,1,3,57,57,35,54.287530160528114
61,4,49,1,1,4,61,61,49,61.0
64,1,38,2,1,6,128,64,38,53.39075536564749
61,3,43,1,2,9,61,122,86,38.38613514356341
58,3,31,3,1,4,174,58,31,47.98926905124441
63,3,60,3,2,4,189,126,120,46.97120984933605
55,3,51,2,2,9,110,110,102,31.23368687935162
61,2,45,2,1,10,122,61,45,39.28326376588485
59,2,50,2,2,7,118,118,100,35.42718452034339
57,4,62,3,2,1,171,114,124,36.87878081989002
59,4,44,3,1,3,177,59,44,47.138880613090244
56,4,44,1,1,1,56,56,44,53.107710182528045
62,2,36,1,1,2,62,62,36,55.38669540835985
63,3,47,3,1,10,189,63,47,36.75624932541986
60,2,47,3,2,1,180,120,94,43.31401512547311
65,4,48,2,2,8,130,130,96,40.27866336435467
61,4,43,2,2,3,122,122,86,43.44738097716408
55,3,51,2,2,4,110,110,102,38.00601425981489
63,5,47,1,1,9,63,63,47,54.38391423264863
59,4,47,1,1,9,59,59,47,43.00617845764408
61,1,57,2,2,3,122,122,114,49.18765017293432
57,4,42,3,2,5,171,114,84,36.35245462621736
59,4,54,2,1,5,118,59,54,59.0
64,2,51,1,2,7,64,128,102,47.22395620980885
56,4,44,2,2,2,112,112,88,43.10139052659743
55,3,51,3,2,3,165,110,102,36.22952436026265
63,2,56,2,1,6,126,63,56,58.58586010287075
62,4,40,3,1,3,186,62,40,50.88102590890958
63,2,39,3,1,1,189,63,39,49.73159314353525
62,1,57,3,1,5,186,62,57,53.747071805185506
63,5,44,2,1,6,126,63,44,53.158666997352334
59,4,46,2,2,3,118,118,92,36.819765507967745
57,4,62,2,2,2,114,114,124,43.03043731479793
64,5,35,1,1,3,64,64,35,58.29998283042556
59,5,49,2,1,7,118,59,49,33.525043042376645
55,3,51,1,1,8,55,55,51,44.71107379630289
56,1,64,1,2,6,56,112,128,44.52559175446964
58,1,59,1,2,5,58,116,118,46.49968334260217
55,3,59,1,2,10,55,110,118,29.55533965401755
57,3,30,3,1,5,171,57,30,45.37070537808031
57,1,50,3,2,7,171,114,100,30.518961605111272
62,3,58,3,1,2,186,62,58,61.222078807955924
55,2,54,3,1,2,165,55,54,48.34309436466364
61,3,66,1,1,8,61,61,66,46.6094571220449
60,4,43,3,1,5,180,60,43,50.02840713583127
59,1,42,3,1,4,177,59,42,51.97152871946903
64,3,56,3,1,9,192,64,56,49.40429457753446
55,1,54,2,2,10,110,110,108,31.08266335444771
59,4,54,2,1,4,118,59,54,52.98390043224781
64,3,64,1,1,1,64,64,64,51.76673809006508
57,3,59,2,2,10,114,114,118,28.12561522816706
55,5,69,3,1,4,165,55,69,46.925119305934544
59,2,58,2,1,6,118,59,58,45.994903401702345
61,1,57,3,2,6,183,122,114,37.768417031755796
61,1,57,3,1,1,183,61,57,53.04196556410528
65,1,47,3,2,7,195,130,94,39.71581488719114
64,3,64,3,2,7,192,128,128,41.67995275571118
59,4,62,3,1,8,177,59,62,40.95430774961605
58,5,40,3,1,5,174,58,40,50.08772071913136
60,4,37,3,1,9,180,60,37,37.35171172766076
59,4,48,1,1,5,59,59,48,58.46861569720833
55,3,51,1,2,1,55,110,102,49.84876204501359
61,4,49,2,2,2,122,122,98,46.024809205743104
60,4,60,3,1,5,180,60,60,50.16002984872143
61,2,48,2,2,5,122,122,96,43.510272398397376
59,1,42,1,1,4,59,59,42,54.561257763490104
58,1,59,3,2,10,174,116,118,26.151684296826506
55,2,53,3,2,3,165,110,106,39.978637703025996
58,2,63,2,3,7,116,174,189,30.786069666405677
63,3,44,1,1,10,63,63,44,43.20510548271303
65,5,42,1,1,1,65,65,42,54.48188749112559
56,1,64,1,3,6,56,168,192,32.32194940439391
59,3,33,3,1,2,177,59,33,56.003657283103344
61,1,57,2,2,6,122,122,114,39.466856334814445
59,5,74,3,1,9,177,59,74,38.18117242638605
61,3,61,2,2,8,122,122,122,35.76503186715206
62,1,57,2,2,1,124,124,114,42.7160305488563
60,5,56,1,1,6,60,60,56,60.0
62,3,58,1,1,7,62,62,58,61.16309688790305
57,5,47,3,1,10,171,57,47,32.79097870992112
61,4,59,2,2,1,122,122,118,44.10796637466574
60,4,42,3,1,1,180,60,42,52.836205758749955
59,4,42,2,1,3,118,59,42,54.857466272812104
57,1,44,1,2,6,57,114,88,42.25414803829308
59,4,42,2,1,5,118,59,42,49.12429341195221
64,2,51,2,2,6,128,128,102,46.609621868987475
63,2,39,3,1,3,189,63,39,50.27297655225792
64,3,56,1,2,6,64,128,112,50.781627635104705
61,3,54,1,2,7,61,122,108,36.93925705984855
